Member_number,Date,itemDescription,year,month,day,day_of_week
4910,26/02/2014,napkins,2014,2,26,2
4981,26/02/2014,Instant food products,2014,2,26,2
4981,26/02/2014,specialty chocolate,2014,2,26,2
1003,27/02/2014,rolls/buns,2014,2,27,3
1003,27/02/2014,rolls/buns,2014,2,27,3
1194,27/02/2014,pip fruit,2014,2,27,3
1194,27/02/2014,napkins,2014,2,27,3
1200,27/02/2014,brown bread,2014,2,27,3
1200,27/02/2014,detergent,2014,2,27,3
1379,27/02/2014,photo/film,2014,2,27,3
1379,27/02/2014,fruit/vegetable juice,2014,2,27,3
1385,27/02/2014,beef,2014,2,27,3
1385,27/02/2014,herbs,2014,2,27,3
1473,27/02/2014,soda,2014,2,27,3
1473,27/02/2014,pasta,2014,2,27,3
1473,27/02/2014,curd cheese,2014,2,27,3
1620,27/02/2014,bottled water,2014,2,27,3
1620,27/02/2014,sparkling wine,2014,2,27,3
1733,27/02/2014,mustard,2014,2,27,3
1733,27/02/2014,rolls/buns,2014,2,27,3
1733,27/02/2014,white bread,2014,2,27,3
1733,27/02/2014,newspapers,2014,2,27,3
1751,27/02/2014,yogurt,2014,2,27,3
1751,27/02/2014,newspapers,2014,2,27,3
1837,27/02/2014,pip fruit,2014,2,27,3
1837,27/02/2014,long life bakery product,2014,2,27,3
1947,27/02/2014,canned beer,2014,2,27,3
1947,27/02/2014,other vegetables,2014,2,27,3
1947,27/02/2014,margarine,2014,2,27,3
2120,27/02/2014,root vegetables,2014,2,27,3
2120,27/02/2014,red/blush wine,2014,2,27,3
2325,27/02/2014,fruit/vegetable juice,2014,2,27,3
2325,27/02/2014,pastry,2014,2,27,3
2479,27/02/2014,domestic eggs,2014,2,27,3
2479,27/02/2014,rolls/buns,2014,2,27,3
2506,27/02/2014,bottled water,2014,2,27,3
2506,27/02/2014,chocolate,2014,2,27,3
2550,27/02/2014,butter,2014,2,27,3
2550,27/02/2014,whole milk,2014,2,27,3
2850,27/02/2014,rolls/buns,2014,2,27,3
2850,27/02/2014,rolls/buns,2014,2,27,3
2859,27/02/2014,brown bread,2014,2,27,3
2859,27/02/2014,processed cheese,2014,2,27,3
3067,27/02/2014,meat,2014,2,27,3
3067,27/02/2014,specialty cheese,2014,2,27,3
3107,27/02/2014,waffles,2014,2,27,3
3107,27/02/2014,rolls/buns,2014,2,27,3
3137,27/02/2014,long life bakery product,2014,2,27,3
3137,27/02/2014,long life bakery product,2014,2,27,3
3137,27/02/2014,whipped/sour cream,2014,2,27,3
3137,27/02/2014,soda,2014,2,27,3
3264,27/02/2014,brown bread,2014,2,27,3
3264,27/02/2014,whipped/sour cream,2014,2,27,3
3367,27/02/2014,sausage,2014,2,27,3
3367,27/02/2014,long life bakery product,2014,2,27,3
4763,27/02/2014,whole milk,2014,2,27,3
4763,27/02/2014,whole milk,2014,2,27,3
4763,27/02/2014,pastry,2014,2,27,3
4763,27/02/2014,pickled vegetables,2014,2,27,3
4791,27/02/2014,sausage,2014,2,27,3
4791,27/02/2014,long life bakery product,2014,2,27,3
1442,28/02/2014,pip fruit,2014,2,28,4
1442,28/02/2014,margarine,2014,2,28,4
1574,28/02/2014,butter,2014,2,28,4
1574,28/02/2014,cat food,2014,2,28,4
1574,28/02/2014,roll products ,2014,2,28,4
1644,28/02/2014,citrus fruit,2014,2,28,4
1644,28/02/2014,specialty cheese,2014,2,28,4
2401,28/02/2014,other vegetables,2014,2,28,4
2401,28/02/2014,specialty chocolate,2014,2,28,4
2431,28/02/2014,whole milk,2014,2,28,4
2431,28/02/2014,whole milk,2014,2,28,4
2601,28/02/2014,soda,2014,2,28,4
2601,28/02/2014,curd,2014,2,28,4
2983,28/02/2014,tropical fruit,2014,2,28,4
2983,28/02/2014,specialty chocolate,2014,2,28,4
3033,28/02/2014,rolls/buns,2014,2,28,4
3033,28/02/2014,napkins,2014,2,28,4
3033,28/02/2014,ice cream,2014,2,28,4
3033,28/02/2014,nut snack,2014,2,28,4
3046,28/02/2014,onions,2014,2,28,4
3046,28/02/2014,soda,2014,2,28,4
3705,28/02/2014,fruit/vegetable juice,2014,2,28,4
3705,28/02/2014,herbs,2014,2,28,4
3827,28/02/2014,root vegetables,2014,2,28,4
3827,28/02/2014,bottled water,2014,2,28,4
3848,28/02/2014,soft cheese,2014,2,28,4
3848,28/02/2014,chewing gum,2014,2,28,4
3848,28/02/2014,cling film/bags,2014,2,28,4
4018,28/02/2014,yogurt,2014,2,28,4
4018,28/02/2014,whipped/sour cream,2014,2,28,4
4018,28/02/2014,long life bakery product,2014,2,28,4
4018,28/02/2014,hard cheese,2014,2,28,4
4129,28/02/2014,meat spreads,2014,2,28,4
4129,28/02/2014,yogurt,2014,2,28,4
4202,28/02/2014,popcorn,2014,2,28,4
4202,28/02/2014,long life bakery product,2014,2,28,4
4316,28/02/2014,whole milk,2014,2,28,4
4316,28/02/2014,shopping bags,2014,2,28,4
4316,28/02/2014,rolls/buns,2014,2,28,4
4579,28/02/2014,whole milk,2014,2,28,4
4579,28/02/2014,pastry,2014,2,28,4
4618,28/02/2014,newspapers,2014,2,28,4
4618,28/02/2014,fruit/vegetable juice,2014,2,28,4
4618,28/02/2014,specialty chocolate,2014,2,28,4
4741,28/02/2014,onions,2014,2,28,4
4741,28/02/2014,waffles,2014,2,28,4
4979,28/02/2014,beverages,2014,2,28,4
4979,28/02/2014,newspapers,2014,2,28,4
1241,01/03/2014,oil,2014,3,1,5
1241,01/03/2014,margarine,2014,3,1,5
1335,01/03/2014,waffles,2014,3,1,5
1335,01/03/2014,dishes,2014,3,1,5
1335,01/03/2014,domestic eggs,2014,3,1,5
1335,01/03/2014,oil,2014,3,1,5
1339,01/03/2014,other vegetables,2014,3,1,5
1339,01/03/2014,margarine,2014,3,1,5
1362,01/03/2014,tropical fruit,2014,3,1,5
1362,01/03/2014,mustard,2014,3,1,5
1483,01/03/2014,pastry,2014,3,1,5
1483,01/03/2014,dessert,2014,3,1,5
1658,01/03/2014,citrus fruit,2014,3,1,5
1658,01/03/2014,flour,2014,3,1,5
1764,01/03/2014,honey,2014,3,1,5
1764,01/03/2014,salty snack,2014,3,1,5
1864,01/03/2014,oil,2014,3,1,5
1864,01/03/2014,butter,2014,3,1,5
2085,01/03/2014,soda,2014,3,1,5
2085,01/03/2014,domestic eggs,2014,3,1,5
2279,01/03/2014,long life bakery product,2014,3,1,5
2279,01/03/2014,curd,2014,3,1,5
2279,01/03/2014,pot plants,2014,3,1,5
2279,01/03/2014,soda,2014,3,1,5
2514,01/03/2014,soda,2014,3,1,5
2514,01/03/2014,whole milk,2014,3,1,5
2595,01/03/2014,rolls/buns,2014,3,1,5
2595,01/03/2014,chewing gum,2014,3,1,5
2602,01/03/2014,frankfurter,2014,3,1,5
2602,01/03/2014,whole milk,2014,3,1,5
2935,01/03/2014,rolls/buns,2014,3,1,5
2935,01/03/2014,processed cheese,2014,3,1,5
3517,01/03/2014,curd,2014,3,1,5
3517,01/03/2014,brown bread,2014,3,1,5
3737,01/03/2014,instant coffee,2014,3,1,5
3737,01/03/2014,shopping bags,2014,3,1,5
3746,01/03/2014,meat spreads,2014,3,1,5
3746,01/03/2014,butter,2014,3,1,5
4146,01/03/2014,dessert,2014,3,1,5
4146,01/03/2014,root vegetables,2014,3,1,5
4625,01/03/2014,white bread,2014,3,1,5
4625,01/03/2014,whipped/sour cream,2014,3,1,5
4664,01/03/2014,beef,2014,3,1,5
4664,01/03/2014,rolls/buns,2014,3,1,5
4822,01/03/2014,ice cream,2014,3,1,5
4822,01/03/2014,yogurt,2014,3,1,5
1206,02/03/2014,tropical fruit,2014,3,2,6
1206,02/03/2014,hygiene articles,2014,3,2,6
1206,02/03/2014,candles,2014,3,2,6
1466,02/03/2014,citrus fruit,2014,3,2,6
1466,02/03/2014,chewing gum,2014,3,2,6
1466,02/03/2014,brown bread,2014,3,2,6
1604,02/03/2014,rolls/buns,2014,3,2,6
1604,02/03/2014,specialty bar,2014,3,2,6
1887,02/03/2014,yogurt,2014,3,2,6
1887,02/03/2014,whole milk,2014,3,2,6
1887,02/03/2014,waffles,2014,3,2,6
1929,02/03/2014,pasta,2014,3,2,6
1929,02/03/2014,newspapers,2014,3,2,6
1998,02/03/2014,frozen vegetables,2014,3,2,6
1998,02/03/2014,pot plants,2014,3,2,6
2032,02/03/2014,whipped/sour cream,2014,3,2,6
2032,02/03/2014,soda,2014,3,2,6
2043,02/03/2014,other vegetables,2014,3,2,6
2043,02/03/2014,curd,2014,3,2,6
2152,02/03/2014,other vegetables,2014,3,2,6
2152,02/03/2014,other vegetables,2014,3,2,6
2152,02/03/2014,waffles,2014,3,2,6
2232,02/03/2014,bottled water,2014,3,2,6
2232,02/03/2014,whole milk,2014,3,2,6
2271,02/03/2014,root vegetables,2014,3,2,6
2271,02/03/2014,processed cheese,2014,3,2,6
2271,02/03/2014,yogurt,2014,3,2,6
2334,02/03/2014,yogurt,2014,3,2,6
2334,02/03/2014,rolls/buns,2014,3,2,6
2430,02/03/2014,sausage,2014,3,2,6
2430,02/03/2014,pastry,2014,3,2,6
2662,02/03/2014,root vegetables,2014,3,2,6
2662,02/03/2014,soda,2014,3,2,6
2950,02/03/2014,semi-finished bread,2014,3,2,6
2950,02/03/2014,soda,2014,3,2,6
2950,02/03/2014,shopping bags,2014,3,2,6
2950,02/03/2014,long life bakery product,2014,3,2,6
3571,02/03/2014,dish cleaner,2014,3,2,6
3571,02/03/2014,curd,2014,3,2,6
3730,02/03/2014,pork,2014,3,2,6
3730,02/03/2014,pastry,2014,3,2,6
3835,02/03/2014,soda,2014,3,2,6
3835,02/03/2014,dessert,2014,3,2,6
3835,02/03/2014,dishes,2014,3,2,6
3835,02/03/2014,sugar,2014,3,2,6
3905,02/03/2014,ice cream,2014,3,2,6
3905,02/03/2014,meat spreads,2014,3,2,6
3973,02/03/2014,turkey,2014,3,2,6
3973,02/03/2014,fruit/vegetable juice,2014,3,2,6
3973,02/03/2014,domestic eggs,2014,3,2,6
4196,02/03/2014,flower (seeds),2014,3,2,6
4196,02/03/2014,flower (seeds),2014,3,2,6
4208,02/03/2014,pork,2014,3,2,6
4208,02/03/2014,rolls/buns,2014,3,2,6
4256,02/03/2014,processed cheese,2014,3,2,6
4256,02/03/2014,tropical fruit,2014,3,2,6
4257,02/03/2014,UHT-milk,2014,3,2,6
4257,02/03/2014,yogurt,2014,3,2,6
4257,02/03/2014,napkins,2014,3,2,6
4632,02/03/2014,turkey,2014,3,2,6
4632,02/03/2014,rolls/buns,2014,3,2,6
1111,03/03/2014,whole milk,2014,3,3,0
1111,03/03/2014,frozen vegetables,2014,3,3,0
1111,03/03/2014,soda,2014,3,3,0
1111,03/03/2014,UHT-milk,2014,3,3,0
1225,03/03/2014,whole milk,2014,3,3,0
1225,03/03/2014,curd,2014,3,3,0
1246,03/03/2014,whipped/sour cream,2014,3,3,0
1246,03/03/2014,yogurt,2014,3,3,0
1254,03/03/2014,ham,2014,3,3,0
1254,03/03/2014,napkins,2014,3,3,0
1352,03/03/2014,tropical fruit,2014,3,3,0
1352,03/03/2014,bottled water,2014,3,3,0
1640,03/03/2014,butter milk,2014,3,3,0
1640,03/03/2014,oil,2014,3,3,0
2790,03/03/2014,semi-finished bread,2014,3,3,0
2790,03/03/2014,berries,2014,3,3,0
2863,03/03/2014,chocolate,2014,3,3,0
2863,03/03/2014,whipped/sour cream,2014,3,3,0
2863,03/03/2014,bottled beer,2014,3,3,0
2947,03/03/2014,bottled water,2014,3,3,0
2947,03/03/2014,cream cheese ,2014,3,3,0
3626,03/03/2014,soda,2014,3,3,0
3626,03/03/2014,liquor (appetizer),2014,3,3,0
3686,03/03/2014,whole milk,2014,3,3,0
3686,03/03/2014,specialty chocolate,2014,3,3,0
3842,03/03/2014,frozen vegetables,2014,3,3,0
3842,03/03/2014,pastry,2014,3,3,0
3856,03/03/2014,onions,2014,3,3,0
3856,03/03/2014,cat food,2014,3,3,0
3856,03/03/2014,white wine,2014,3,3,0
4164,03/03/2014,curd,2014,3,3,0
4164,03/03/2014,curd,2014,3,3,0
4226,03/03/2014,citrus fruit,2014,3,3,0
4226,03/03/2014,other vegetables,2014,3,3,0
4262,03/03/2014,domestic eggs,2014,3,3,0
4262,03/03/2014,napkins,2014,3,3,0
4294,03/03/2014,domestic eggs,2014,3,3,0
4294,03/03/2014,coffee,2014,3,3,0
4325,03/03/2014,ice cream,2014,3,3,0
4325,03/03/2014,specialty chocolate,2014,3,3,0
4416,03/03/2014,whole milk,2014,3,3,0
4416,03/03/2014,whipped/sour cream,2014,3,3,0
4717,03/03/2014,soda,2014,3,3,0
4717,03/03/2014,semi-finished bread,2014,3,3,0
4717,03/03/2014,coffee,2014,3,3,0
4857,03/03/2014,whole milk,2014,3,3,0
4857,03/03/2014,misc. beverages,2014,3,3,0
4933,03/03/2014,meat,2014,3,3,0
4933,03/03/2014,other vegetables,2014,3,3,0
4963,03/03/2014,other vegetables,2014,3,3,0
4963,03/03/2014,tropical fruit,2014,3,3,0
1338,04/03/2014,meat,2014,3,4,1
1338,04/03/2014,curd,2014,3,4,1
1342,04/03/2014,other vegetables,2014,3,4,1
1342,04/03/2014,rolls/buns,2014,3,4,1
1342,04/03/2014,bottled water,2014,3,4,1
1342,04/03/2014,soda,2014,3,4,1
1618,04/03/2014,canned fruit,2014,3,4,1
1618,04/03/2014,whole milk,2014,3,4,1
1660,04/03/2014,packaged fruit/vegetables,2014,3,4,1
1660,04/03/2014,other vegetables,2014,3,4,1
1732,04/03/2014,citrus fruit,2014,3,4,1
1732,04/03/2014,canned beer,2014,3,4,1
1732,04/03/2014,flour,2014,3,4,1
1915,04/03/2014,brown bread,2014,3,4,1
1915,04/03/2014,coffee,2014,3,4,1
2222,04/03/2014,pork,2014,3,4,1
2222,04/03/2014,rolls/buns,2014,3,4,1
2337,04/03/2014,tropical fruit,2014,3,4,1
2337,04/03/2014,whole milk,2014,3,4,1
2350,04/03/2014,other vegetables,2014,3,4,1
2350,04/03/2014,canned fish,2014,3,4,1
2580,04/03/2014,whipped/sour cream,2014,3,4,1
2580,04/03/2014,salad dressing,2014,3,4,1
2604,04/03/2014,whole milk,2014,3,4,1
2604,04/03/2014,butter milk,2014,3,4,1
2776,04/03/2014,pastry,2014,3,4,1
2776,04/03/2014,misc. beverages,2014,3,4,1
2930,04/03/2014,other vegetables,2014,3,4,1
2930,04/03/2014,fruit/vegetable juice,2014,3,4,1
2930,04/03/2014,coffee,2014,3,4,1
3046,04/03/2014,curd,2014,3,4,1
3046,04/03/2014,whipped/sour cream,2014,3,4,1
3450,04/03/2014,root vegetables,2014,3,4,1
3450,04/03/2014,soda,2014,3,4,1
3857,04/03/2014,meat spreads,2014,3,4,1
3857,04/03/2014,hard cheese,2014,3,4,1
3857,04/03/2014,frozen vegetables,2014,3,4,1
3857,04/03/2014,butter,2014,3,4,1
3862,04/03/2014,sausage,2014,3,4,1
3862,04/03/2014,cake bar,2014,3,4,1
3917,04/03/2014,ham,2014,3,4,1
3917,04/03/2014,other vegetables,2014,3,4,1
3943,04/03/2014,baking powder,2014,3,4,1
3943,04/03/2014,condensed milk,2014,3,4,1
3952,04/03/2014,butter,2014,3,4,1
3952,04/03/2014,rolls/buns,2014,3,4,1
3972,04/03/2014,frankfurter,2014,3,4,1
3972,04/03/2014,UHT-milk,2014,3,4,1
4156,04/03/2014,hygiene articles,2014,3,4,1
4156,04/03/2014,potato products,2014,3,4,1
4165,04/03/2014,other vegetables,2014,3,4,1
4165,04/03/2014,brown bread,2014,3,4,1
4165,04/03/2014,hard cheese,2014,3,4,1
4165,04/03/2014,soda,2014,3,4,1
4165,04/03/2014,roll products ,2014,3,4,1
4165,04/03/2014,newspapers,2014,3,4,1
4211,04/03/2014,bottled beer,2014,3,4,1
4211,04/03/2014,napkins,2014,3,4,1
4211,04/03/2014,whole milk,2014,3,4,1
4215,04/03/2014,specialty fat,2014,3,4,1
4215,04/03/2014,liquor (appetizer),2014,3,4,1
4275,04/03/2014,other vegetables,2014,3,4,1
4275,04/03/2014,dishes,2014,3,4,1
4322,04/03/2014,misc. beverages,2014,3,4,1
4322,04/03/2014,bottled water,2014,3,4,1
4541,04/03/2014,root vegetables,2014,3,4,1
4541,04/03/2014,whole milk,2014,3,4,1
4541,04/03/2014,napkins,2014,3,4,1
4657,04/03/2014,chocolate,2014,3,4,1
4657,04/03/2014,margarine,2014,3,4,1
4657,04/03/2014,bottled water,2014,3,4,1
4657,04/03/2014,soda,2014,3,4,1
4807,04/03/2014,onions,2014,3,4,1
4807,04/03/2014,bottled beer,2014,3,4,1
4898,04/03/2014,tropical fruit,2014,3,4,1
4898,04/03/2014,long life bakery product,2014,3,4,1
4923,04/03/2014,potato products,2014,3,4,1
4923,04/03/2014,specialty bar,2014,3,4,1
4946,04/03/2014,yogurt,2014,3,4,1
4946,04/03/2014,frozen meals,2014,3,4,1
4948,04/03/2014,other vegetables,2014,3,4,1
4948,04/03/2014,sliced cheese,2014,3,4,1
1097,05/03/2014,shopping bags,2014,3,5,2
1097,05/03/2014,root vegetables,2014,3,5,2
1197,05/03/2014,whole milk,2014,3,5,2
1197,05/03/2014,brown bread,2014,3,5,2
1454,05/03/2014,chicken,2014,3,5,2
1454,05/03/2014,fruit/vegetable juice,2014,3,5,2
1616,05/03/2014,margarine,2014,3,5,2
1616,05/03/2014,whole milk,2014,3,5,2
1616,05/03/2014,berries,2014,3,5,2
2075,05/03/2014,citrus fruit,2014,3,5,2
2075,05/03/2014,rolls/buns,2014,3,5,2
2089,05/03/2014,pastry,2014,3,5,2
2089,05/03/2014,margarine,2014,3,5,2
2093,05/03/2014,tropical fruit,2014,3,5,2
2093,05/03/2014,oil,2014,3,5,2
2701,05/03/2014,ham,2014,3,5,2
2701,05/03/2014,spread cheese,2014,3,5,2
2706,05/03/2014,oil,2014,3,5,2
2706,05/03/2014,soda,2014,3,5,2
2706,05/03/2014,sliced cheese,2014,3,5,2
2795,05/03/2014,rolls/buns,2014,3,5,2
2795,05/03/2014,canned beer,2014,3,5,2
2871,05/03/2014,whole milk,2014,3,5,2
2871,05/03/2014,dessert,2014,3,5,2
2956,05/03/2014,rolls/buns,2014,3,5,2
2956,05/03/2014,chocolate,2014,3,5,2
3050,05/03/2014,dessert,2014,3,5,2
3050,05/03/2014,root vegetables,2014,3,5,2
3166,05/03/2014,other vegetables,2014,3,5,2
3166,05/03/2014,whole milk,2014,3,5,2
3166,05/03/2014,house keeping products,2014,3,5,2
3575,05/03/2014,butter,2014,3,5,2
3575,05/03/2014,photo/film,2014,3,5,2
3689,05/03/2014,sausage,2014,3,5,2
3689,05/03/2014,pastry,2014,3,5,2
4025,05/03/2014,other vegetables,2014,3,5,2
4025,05/03/2014,UHT-milk,2014,3,5,2
4061,05/03/2014,whole milk,2014,3,5,2
4061,05/03/2014,canned beer,2014,3,5,2
4316,05/03/2014,long life bakery product,2014,3,5,2
4316,05/03/2014,soda,2014,3,5,2
4316,05/03/2014,soda,2014,3,5,2
4463,05/03/2014,beef,2014,3,5,2
4463,05/03/2014,flour,2014,3,5,2
4575,05/03/2014,rolls/buns,2014,3,5,2
4575,05/03/2014,shopping bags,2014,3,5,2
4750,05/03/2014,yogurt,2014,3,5,2
4750,05/03/2014,brown bread,2014,3,5,2
4896,05/03/2014,red/blush wine,2014,3,5,2
4896,05/03/2014,sugar,2014,3,5,2
1166,06/03/2014,bottled water,2014,3,6,3
1166,06/03/2014,tropical fruit,2014,3,6,3
1170,06/03/2014,chocolate,2014,3,6,3
1170,06/03/2014,shopping bags,2014,3,6,3
1212,06/03/2014,tropical fruit,2014,3,6,3
1212,06/03/2014,salt,2014,3,6,3
1512,06/03/2014,detergent,2014,3,6,3
1512,06/03/2014,rolls/buns,2014,3,6,3
1512,06/03/2014,yogurt,2014,3,6,3
1520,06/03/2014,beef,2014,3,6,3
1520,06/03/2014,other vegetables,2014,3,6,3
1566,06/03/2014,citrus fruit,2014,3,6,3
1566,06/03/2014,dessert,2014,3,6,3
1566,06/03/2014,newspapers,2014,3,6,3
1685,06/03/2014,soda,2014,3,6,3
1685,06/03/2014,bottled water,2014,3,6,3
1756,06/03/2014,whole milk,2014,3,6,3
1756,06/03/2014,soda,2014,3,6,3
1925,06/03/2014,brown bread,2014,3,6,3
1925,06/03/2014,long life bakery product,2014,3,6,3
1955,06/03/2014,shopping bags,2014,3,6,3
1955,06/03/2014,napkins,2014,3,6,3
2009,06/03/2014,pork,2014,3,6,3
2009,06/03/2014,pastry,2014,3,6,3
2112,06/03/2014,soda,2014,3,6,3
2112,06/03/2014,sliced cheese,2014,3,6,3
2155,06/03/2014,pip fruit,2014,3,6,3
2155,06/03/2014,soda,2014,3,6,3
2315,06/03/2014,hamburger meat,2014,3,6,3
2315,06/03/2014,newspapers,2014,3,6,3
2349,06/03/2014,soda,2014,3,6,3
2349,06/03/2014,red/blush wine,2014,3,6,3
3205,06/03/2014,other vegetables,2014,3,6,3
3205,06/03/2014,whipped/sour cream,2014,3,6,3
3553,06/03/2014,pip fruit,2014,3,6,3
3553,06/03/2014,waffles,2014,3,6,3
3600,06/03/2014,whipped/sour cream,2014,3,6,3
3600,06/03/2014,other vegetables,2014,3,6,3
3600,06/03/2014,shopping bags,2014,3,6,3
4090,06/03/2014,specialty bar,2014,3,6,3
4090,06/03/2014,shopping bags,2014,3,6,3
4107,06/03/2014,whipped/sour cream,2014,3,6,3
4107,06/03/2014,soda,2014,3,6,3
4109,06/03/2014,pet care,2014,3,6,3
4109,06/03/2014,whole milk,2014,3,6,3
4125,06/03/2014,pip fruit,2014,3,6,3
4125,06/03/2014,rolls/buns,2014,3,6,3
4217,06/03/2014,root vegetables,2014,3,6,3
4217,06/03/2014,brown bread,2014,3,6,3
4217,06/03/2014,domestic eggs,2014,3,6,3
4262,06/03/2014,frozen meals,2014,3,6,3
4262,06/03/2014,red/blush wine,2014,3,6,3
4262,06/03/2014,whipped/sour cream,2014,3,6,3
4383,06/03/2014,whole milk,2014,3,6,3
4383,06/03/2014,whipped/sour cream,2014,3,6,3
4473,06/03/2014,bottled beer,2014,3,6,3
4473,06/03/2014,other vegetables,2014,3,6,3
4839,06/03/2014,sausage,2014,3,6,3
4839,06/03/2014,onions,2014,3,6,3
1219,07/03/2014,red/blush wine,2014,3,7,4
1219,07/03/2014,instant coffee,2014,3,7,4
1572,07/03/2014,rolls/buns,2014,3,7,4
1572,07/03/2014,candy,2014,3,7,4
2067,07/03/2014,canned beer,2014,3,7,4
2067,07/03/2014,brown bread,2014,3,7,4
2139,07/03/2014,chewing gum,2014,3,7,4
2139,07/03/2014,instant coffee,2014,3,7,4
2289,07/03/2014,chicken,2014,3,7,4
2289,07/03/2014,rolls/buns,2014,3,7,4
2803,07/03/2014,tropical fruit,2014,3,7,4
2803,07/03/2014,canned beer,2014,3,7,4
3112,07/03/2014,mustard,2014,3,7,4
3112,07/03/2014,domestic eggs,2014,3,7,4
3141,07/03/2014,chicken,2014,3,7,4
3141,07/03/2014,nut snack,2014,3,7,4
3238,07/03/2014,root vegetables,2014,3,7,4
3238,07/03/2014,rolls/buns,2014,3,7,4
3238,07/03/2014,bottled beer,2014,3,7,4
3238,07/03/2014,rolls/buns,2014,3,7,4
3584,07/03/2014,meat,2014,3,7,4
3584,07/03/2014,other vegetables,2014,3,7,4
3743,07/03/2014,sausage,2014,3,7,4
3743,07/03/2014,butter,2014,3,7,4
3991,07/03/2014,kitchen towels,2014,3,7,4
3991,07/03/2014,margarine,2014,3,7,4
4048,07/03/2014,ice cream,2014,3,7,4
4048,07/03/2014,margarine,2014,3,7,4
4278,07/03/2014,soda,2014,3,7,4
4278,07/03/2014,newspapers,2014,3,7,4
4359,07/03/2014,citrus fruit,2014,3,7,4
4359,07/03/2014,cling film/bags,2014,3,7,4
4359,07/03/2014,fruit/vegetable juice,2014,3,7,4
4483,07/03/2014,other vegetables,2014,3,7,4
4483,07/03/2014,whole milk,2014,3,7,4
1115,08/03/2014,other vegetables,2014,3,8,5
1115,08/03/2014,butter,2014,3,8,5
1133,08/03/2014,yogurt,2014,3,8,5
1133,08/03/2014,pastry,2014,3,8,5
1208,08/03/2014,soft cheese,2014,3,8,5
1208,08/03/2014,bottled water,2014,3,8,5
1889,08/03/2014,beef,2014,3,8,5
1889,08/03/2014,sweet spreads,2014,3,8,5
2524,08/03/2014,white wine,2014,3,8,5
2524,08/03/2014,UHT-milk,2014,3,8,5
2545,08/03/2014,pastry,2014,3,8,5
2545,08/03/2014,processed cheese,2014,3,8,5
2662,08/03/2014,sausage,2014,3,8,5
2662,08/03/2014,pickled vegetables,2014,3,8,5
2746,08/03/2014,bottled beer,2014,3,8,5
2746,08/03/2014,white bread,2014,3,8,5
2772,08/03/2014,whipped/sour cream,2014,3,8,5
2772,08/03/2014,cat food,2014,3,8,5
3140,08/03/2014,salty snack,2014,3,8,5
3140,08/03/2014,butter,2014,3,8,5
3327,08/03/2014,frozen potato products,2014,3,8,5
3327,08/03/2014,chocolate marshmallow,2014,3,8,5
3343,08/03/2014,misc. beverages,2014,3,8,5
3343,08/03/2014,salty snack,2014,3,8,5
3587,08/03/2014,other vegetables,2014,3,8,5
3587,08/03/2014,shopping bags,2014,3,8,5
3851,08/03/2014,other vegetables,2014,3,8,5
3851,08/03/2014,other vegetables,2014,3,8,5
3879,08/03/2014,yogurt,2014,3,8,5
3879,08/03/2014,whole milk,2014,3,8,5
4036,08/03/2014,pastry,2014,3,8,5
4036,08/03/2014,cream cheese ,2014,3,8,5
4082,08/03/2014,berries,2014,3,8,5
4082,08/03/2014,pip fruit,2014,3,8,5
4117,08/03/2014,yogurt,2014,3,8,5
4117,08/03/2014,whole milk,2014,3,8,5
4117,08/03/2014,fruit/vegetable juice,2014,3,8,5
4130,08/03/2014,liquor,2014,3,8,5
4130,08/03/2014,long life bakery product,2014,3,8,5
4179,08/03/2014,hamburger meat,2014,3,8,5
4179,08/03/2014,other vegetables,2014,3,8,5
4277,08/03/2014,yogurt,2014,3,8,5
4277,08/03/2014,butter,2014,3,8,5
4654,08/03/2014,root vegetables,2014,3,8,5
4654,08/03/2014,shopping bags,2014,3,8,5
1040,09/03/2014,whole milk,2014,3,9,6
1040,09/03/2014,pasta,2014,3,9,6
1040,09/03/2014,rolls/buns,2014,3,9,6
